Inicio GRADUACAO,Fim GRADUACAO,Inicio MESTRADO,Fim MESTRADO,Inicio DOUTORADO,Fim DOUTORADO,Inicio POS-DOUTORADO,Fim POS-DOUTORADO,Pesquisador,Departamento,Nome de Citação,Titulo do artigo,Ano de Publicação,País de publicação,DOI,Titulo do periódico/revista,ISSN,Volume,Fascículo,Série,Página inicial,Página final,Local de publicação,Autores,Inicio,Data
1987.0,1990.0,1993.0,1996.0,1996,2002,2004.0,2006.0,1,Ecologia,"MARTINI, A. M. Z.",ESPECIES MADEIREIRAS. PRIMEIRA TENTATIVA DE AVALIAR A RESISTENCIA AOS IMPACTOS DA EXPLORACAO,1993,Brasil,,Ciência Hoje,1018515,16,3,,11,13,,"MARTINI, A. M. Z. ;ROSA, N. A. ;UHL, C.",,
1987.0,1990.0,1993.0,1996.0,1996,2002,2004.0,2006.0,1,Ecologia,"MARTINI, A. M. Z.",INFLUENCIA DO TAMANHO DO HOSPEDEIRO (SCAPTERISCUS BORELLII: GRYLLOTALPIDAE:ORTHOPTERA) SOBRE A PRODUCAO EXPERIMENTAL DO PARASITOIDE (ORMIA DEPLETA: TACHINIDAE:DIPTERA),1993,Brasil,,Científica (São Paulo),1000039,21,2,,339,343,,"FOWLER, H. G. ;MARTINI, A. M. Z.",,
1987.0,1990.0,1993.0,1996.0,1996,2002,2004.0,2006.0,1,Ecologia,"MARTINI, A. M. Z.",AN ATTEMPT TO PREDICT WHICH AMAZONIAN TREE SPECIES MAY BE THREATENED BY LOGGING ACTIVITIES,1994,,,Environmental Conservation,3768929,21,2,,152,162,,"MARTINI, A. M. Z. ;ROSA, N. A. ;UHL, C.",,
1987.0,1990.0,1993.0,1996.0,1996,2002,2004.0,2006.0,1,Ecologia,"MARTINI, A. M. Z.","LARVAL DISPERSION OF ORMIA DEPLETA (TOWNS.) (DIPT., TACHINIDAE)",1993,Estados Unidos,,Journal of Applied Entomology,9312048,115,,,107,110,,"FOWLER, H. G. ;MARTINI, A. M. Z.",,
1987.0,1990.0,1993.0,1996.0,1996,2002,2004.0,2006.0,1,Ecologia,"MARTINI, A. M. Z.",SPATIAL STRUCTURE OF ASPIDOSPERMA POLYNEURON IN TWO SEMI-DECIDUOUS FORESTS IN SOUTHEAST BRAZIL,2004,,,Journal of Vegetation Science,11009233,15,1,,41,48,Suécia,"FONSECA, M. G. ;MARTINI, A. M. Z. ;SANTOS, F. A. M.",,
1987.0,1990.0,1993.0,1996.0,1996,2002,2004.0,2006.0,1,Ecologia,"MARTINI, A. M. Z.","COMMUNITY STRUCTURE OF ALL VASCULAR PLANTS IN TREEFALL GAPS AND FIRE-DISTURBED AREAS IN THE ATLANTIC RAINFOREST, SOUTHERN BAHIA, BRAZIL.",2007,,,Brazilian Journal of Botany,1008404,30,xx,2,303,313,São Paulo,"MARTINI, A. M. Z. ;SANTOS, F. A. M. ;PRADO, P. I. ;JARDIM, J. G.",,
1987.0,1990.0,1993.0,1996.0,1996,2002,2004.0,2006.0,1,Ecologia,"MARTINI, A. M. Z.",EFFECTS OF DISTINCT TYPES OF DISTURBANCE ON SEED RAIN IN THE ATLANTIC FOREST OF NE BRAZIL,2007,,10.1007/s11258-006-9192-6,Plant Ecology (Dordrecht),13850237,190,xx,1,81,95,Holanda,"MARTINI, A. M. Z. ;Martini, Adriana Maria Zanforlin ;SANTOS, F. A. M.",,
1987.0,1990.0,1993.0,1996.0,1996,2002,2004.0,2006.0,1,Ecologia,"MARTINI, A. M. Z.","PADRAO ESPACIAL DA PALMEIRA JUCARA (EUTERPE EDULIS MART.), NA MATA ATLANTICA DO SUL DA BAHIA",2003,Brasil,,Agrotrópica,1033816,15,2,,107,112,"Ilhéus, Bahia, Brasil","SILVA, M. G. C. P. C. ;CARVALHO, A. M. V. ;MARTINI, A. M. Z. ;ARAÚJO, Q. R.",,
1987.0,1990.0,1993.0,1996.0,1996,2002,2004.0,2006.0,1,Ecologia,"MARTINI, A. M. Z.",A HOT-POINT WITHIN A HOT-SPOT: A HIGH DIVERSITY SITE IN BRAZIL'S ATLANTIC FOREST,2007,,10.1007/s10531-007-9166-6,Biodiversity and Conservation,9603115,16,,11,3111,3128,,"MARTINI, A. M. Z. ;FIASCHI, P. ;AMORIM, A. M. A. ;PAIXÃO, J. L.",,
1987.0,1990.0,1993.0,1996.0,1996,2002,2004.0,2006.0,1,Ecologia,"MARTINI, A. M. Z.",REPEATED DISTURBANCES AND CANOPY DISTURBANCE REGIME IN A TROPICAL SEMI-DECIDUOUS FOREST.,2008,,10.1017/s0266467407004658,Journal of Tropical Ecology,2664674,24,,,85,93,,"LIMA, R. A. F. ;MARTINI, A. M. Z. ;GANDOLFI, S. ;RODRIGUES, R. R.",,
1987.0,1990.0,1993.0,1996.0,1996,2002,2004.0,2006.0,1,Ecologia,"MARTINI, A. M. Z.",THE NEED FOR FULL INVENTORIES OF TREE MODES OF DISTURBANCE TO IMPROVE FOREST DYNAMICS COMPREHENSION: AN EXAMPLE FROM A SEMIDECIDUOUS FOREST IN BRAZIL,2008,,10.1016/j.foreco.2007.11.004,Forest Ecology and Management,3781127,255,,2023-06-05 00:00:00,1479,1488,,"MARTINI, A. M. Z. ;LIMA, R. A. F. ;FRANCO, G. C. D. ;RODRIGUES, R. R.",,
1987.0,1990.0,1993.0,1996.0,1996,2002,2004.0,2006.0,1,Ecologia,"MARTINI, A. M. Z.","ESTRUTURA POPULACIONAL DE EUTERPE EDULIS MART. NO SUL DA BAHIA, BRASIL",2009,,,Brazilian Journal of Botany,1008404,32,,2,393,403,,"SILVA, M. G. C. P. C. ;MARTINI, A. M. Z. ;ARAÚJO, Q. R.",,
1987.0,1990.0,1993.0,1996.0,1996,2002,2004.0,2006.0,1,Ecologia,"MARTINI, A. M. Z.","STRUCTURE, DIVERSITY, AND SPATIAL PATTERNS IN A PERMANENT PLOT OF HIGH RESTINGA FOREST IN SOUTHEASTERN BRAZIL",2011,,,Acta Botanica Brasílica (Impresso),1023306,25,,3,633,645,,"LIMA, R. A. F. ;OLIVEIRA, A. A. ;MARTINI, A. M. Z. ;SAMPAIO, D. ;SOUZA, V. C. ;RODRIGUES, R. R.",,
1987.0,1990.0,1993.0,1996.0,1996,2002,2004.0,2006.0,1,Ecologia,"MARTINI, A. M. Z.",IMPROVING METHODS IN GAP ECOLOGY: REVISITING SIZE AND SHAPE DISTRIBUTIONS USING A MODEL SELECTION APPROACH,2013,,10.1111/j.1654-1103.2012.01483.x,Journal of Vegetation Science,11009233,24,,3,484,495,,"DE LIMA, RENATO AUGUSTO F. ;PRADO, PAULO INÁCIO ;MARTINI, ADRIANA MARIA Z. ;FONSECA, LEANDRO J. ;GANDOLFI, SÉRGIUS ;RODRIGUES, RICARDO R.",,
1987.0,1990.0,1993.0,1996.0,1996,2002,2004.0,2006.0,1,Ecologia,"MARTINI, A. M. Z.",HABITAT SPECIALIZATION AND PHYLOGENETIC STRUCTURE OF TREE SPECIES IN A COASTAL BRAZILIAN WHITE-SAND FOREST,2014,,10.1093/jpe/rtt073,J PLANT ECOL-UK,17529921,7,,2,134,144,,"OLIVEIRA, A. A. ;SOUZA, V. C. ;VICENTINI, A. ;CHAVE, J. ;CASTANHO, C. T. ;DAVIES, S. J. ;MARTINI, A. M. Z. ;LIMA, R. A. F. ;RODRIGUES, R. R. ;IRIBAR, A.",,
1987.0,1990.0,1993.0,1996.0,1996,2002,2004.0,2006.0,1,Ecologia,"MARTINI, A. M. Z.",CLUSTER PLANTING FACILITATES SURVIVAL BUT NOT GROWTH IN EARLY DEVELOPMENT OF RESTORED TROPICAL FOREST,2016,,10.1016/j.baae.2016.04.006,Basic and Applied Ecology (Print),14391791,17,,,489,496,,"BERTONCELLO, RICARDO ;OLIVEIRA, ALEXANDRE A. ;HOLL, KAREN D. ;PANSONATO, MARCELO P. ;MARTINI, ADRIANA M.Z.",,
1987.0,1990.0,1993.0,1996.0,1996,2002,2004.0,2006.0,1,Ecologia,"MARTINI, A. M. Z.",WHERE DO SEEDLINGS FOR RESTINGA RESTORATION COME FROM AND WHERE SHOULD THEY COME FROM?,2016,,10.1016/j.ncon.2016.09.002,Natureza & Conservação,16790073,xxx,,,10.1016/j.ncon.,,,"FREITAS, JULIA DIAS DE ;BERTONCELLO, RICARDO ;OLIVEIRA, ALEXANDRE ADALARDO DE ;MARTINI, ADRIANA MARIA ZANFORLIN",,
1987.0,1990.0,1993.0,1996.0,1996,2002,2004.0,2006.0,1,Ecologia,"MARTINI, A. M. Z.",CONTRIBUTION OF AGROFORESTS TO LANDSCAPE CARBON STORAGE,2015,,10.1007/s11027-013-9530-7,Mitigation and Adaptation Strategies for Global Change,13812386,20,,7,1175,1190,,"SCHROTH, GÖTZ ;LÔBO, RENATO N. ;BEDE, LUCIO C. ;PAIVA, ARTUR O. ;CASSANO, CAMILA R. ;AMORIM, ANDRÉ M. ;Faria, Deborah ;MARIANO-NETO, EDUARDO ;MARTINI, ADRIANA M. Z. ;SAMBUICHI, REGINA H. R.",,
1987.0,1990.0,1993.0,1996.0,1996,2002,2004.0,2006.0,1,Ecologia,"MARTINI, A. M. Z.","COMMUNITY STRUCTURE AND SPECIES COMPOSITION OF A PERIODICALLY FLOODED RESTINGA FOREST IN CARAGUATATUBA, SAO PAULO, BRAZIL",2018,,10.1590/1676-0611-bn-2017-0477,BIOTA NEOTROPICA (ONLINE. EDIÇÃO EM INGLÊS),16760611,19,,1,xxx,xxx,,"PANSONATO, MARCELO PETRATTI ;LIMA, RENATO AUGUSTO FERREIRA DE ;OLIVEIRA, ALEXANDRE ADALARDO DE ;BERTONCELLO, RICARDO ;MARTINI, ADRIANA MARIA ZANFORLIN",,
1987.0,1990.0,1993.0,1996.0,1996,2002,2004.0,2006.0,1,Ecologia,"MARTINI, A. M. Z.","RESTORING TROPICAL FOREST COMPOSITION IS MORE DIFFICULT, BUT RECOVERING TREE-COVER IS FASTER, WHEN NEIGHBOURING FORESTS ARE YOUNG.",2020,,10.1007/s10980-020-01023-7,LANDSCAPE ECOLOGY,9212973,xxx,,,xxx,,,"TOLEDO, R. M. ;PERRING, M. P. ;VERHEYEN, K. ;MARTINI, A. M. Z. ;FERREIRA, M. P. ;SANTOS, R. F.",,
1987.0,1990.0,1993.0,1996.0,1996,2002,2004.0,2006.0,1,Ecologia,"MARTINI, A. M. Z.",FOREST STRUCTURE IN A MOSAIC OF RAINFOREST SITES: THE EFFECT OF FRAGMENTATION AND RECOVERY AFTER CLEAR CUT,2009,,10.1016/j.foreco.2009.02.032,Forest Ecology and Management,3781127,257,,11,2226,2234,,"Faria, Deborah ;MARIANO-NETO, EDUARDO ;MARTINI, ADRIANA MARIA ZANFORLIN ;ORTIZ, JOSÉ VICENTE ;MONTINGELLI, RODRIGO ;ROSSO, SERGIO ;PACIENCIA, MATEUS LUÍS BARRADAS ;BAUMGARTEN, JULIO",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.","A BACTERIA-DIGESTING MIDGUT-LYSOZYME FROM MUSCA DOMESTICA (DIPTERA) LARVAE. PURIFICATION, PROPERTIES AND SECRETORY MECHANISM",1993,Inglaterra,,INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY,,23,4,,533,541,Inglaterra,"LEMOS, F. J. A. ;RIBEIRO, A. F. ;TERRA, W. R.",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.",ULTRASTRUCTURAL AND BIOCHEMICAL ASPECTS OF DIGESTION IN THE IMAGOES OF THE FLY RHYNCHOSCIARA AMERICANA,1993,Bélgica,,ENTOMOLOGICAL EXPERIMENTALIS ET APPLICATA,,66,2,,135,143,Bélgica,"FERREIRA, C. ;RIBEIRO, A. F. ;TERRA, W. R.",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.",SYMBIONT BACTEROIDS IN EGGS AND GERM CELLS OF SCIARA OCELLARIS (DIPTERA; SCIARIDAE),1991,Israel,,INVERTEBRATE REPRODUCTION AND DEVELOPMENT,,19,2,,123,129,,"RIBEIRO, A. F. ;PERONDINI, A. F. P.",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.",ULTRASTRUCTURAL AND BIOCHEMICAL BASIS OF THE DIGESTION OF NECTAR AND OTHER NUTRIENTS BY THE MOTH ERINNYIS ELLO,1990,Bélgica,,ENTOMOLOGICAL EXPERIMENTALIS ET APPLICATA,,56,3,,277,286,Bélgica,"TERRA, W. R. ;SANTOS, C. D. ;RIBEIRO, A. F.",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.","DIGESTIVE ENZYMES ASSOCIATED WITH THE GLYCOCALYX, MICROVILLAR MEMBRANES AND SECRETORY VESICLES FROM MIDGUT CELLS OF TENEBRIO MOLITOR LARVAE",1990,Inglaterra,,INSECT BIOCHEMISTRY,,20,8,,839,847,,"FERREIRA, C. ;BELLINELLO, G. L. ;RIBEIRO, A. F. ;TERRA, W. R.",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.","THE LARVAL MIDGUT OF THE HOUSEFLY (MUSCA DOMESTICA); ULTRASTRUCTURE, FLUID FLUXES AND ION SECRETION IN RELATION TO THE ORGANIZATION OF DIGESTION",1988,Inglaterra,,JOURNAL OF INSECT PHYSIOLOGY,,34,6,,463,472,Inglaterra,"TERRA, W. R. ;ESPINOZA-FUENTES, F. P. ;RIBEIRO, A. F. ;FERREIRA, C.",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.",DIGESTIVE ENZYMES TRAPPED BETWEEN AND ASSOCIATED WITH THE DOUBLE PLASMA MEMBRANES OF RHODNIUS PROLIXUS POSTERIOR MIDGUT,1988,Inglaterra,,INSECT BIOCHEMISTRY,,18,6,,521,530,,"FERREIRA, C. ;RIBEIRO, A. F. ;GARCIA, E. S. ;TERRA, W. R.",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.","ESTUDOS ULTRAESTRUTURAIS DE EMBRIAO DE BIOMPHALARIA GLABRATA(SAY,1818)",1988,,,PUBLICACAO IPEN,,203,,,1,10,São Paulo,"KIKUCHI, O. K. ;OKAZAKI, K. ;KAWANO, T. ;RIBEIRO, A. F.",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.",MICROVILLAR AND SECRETED DIGESTIVE ENZYMES FROM MUSCA DOMESTICA LARVAE: SUBCELLULAR FRACTIONATION OF MIDGUT CELLS WITH ELECTRON MICROSCOPY MONITORING,1987,Inglaterra,,INSECT BIOCHEMISTRY,,17,6,,819,827,,"ESPINOZA-FUENTES, F. P. ;RIBEIRO, A. F. ;TERRA, W. R.",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.",EUPYRENE AND APYRENE SPERMATOGENESIS IN METHONA THEMISTO (LEPIDOPTERA:ITHOMIDAE),1987,Brasil,,REVISTA BRASILEIRA DE GENETICA,,10,4,,655,671,Ribeirão Preto,"CORSATO-ALVARENGA, L. B. F. ;CESTARI, A. N. ;RIBEIRO, A. F.",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.","DIFFERENTIAL CENTRIFUGATION, CALCIUM PRECIPITATION, AND ULTRASONIC DISRUPTION OF MIDGUT CELLS OF ERINNYIS ELLO CATERPILLARS. PURIFICATIONOF CELL MICROVILLI AND INFERENCES CONCERNING SECRETORY MECHANISMS",1986,Canadá,,CANADIAN JOURNAL OF ZOOLOGY,,64,5,,490,500,,"SANTOS, C. D. ;RIBEIRO, A. F. ;TERRA, W. R.",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.",BASES BIOQUIMICAS E MORFOLOGICAS DA ORGANIZACAO DO PROCESSO DIGESTIVO EM LARVAS DE DIPTERA E LEPIDOPTERA,1984,Brasil,,CIENCIA E CULTURA (SAO PAULO),,36,5,,769,778,São Paulo,"TERRA, W. R. ;RIBEIRO, A. F.",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.",FREEZE-FRACTURE STUDY OF THE HAMSTER OVARY SURFACE EPITHELIUM INTERCELLULAR JUNCTIONS,1983,Itália,,JOURNAL OF SUBMICROSCOPIC CYTOLOGY,,15,2,,415,423,,"RIBEIRO, A. F. ;FERRONHA, M. H. ;DAVID-FERREIRA, J. F.",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.",FINE STRUCTURE OF THE LARVAL MIDGUT OF THE FLY RHYNCHOSCIARA AND ITS PHYSIOLOGICAL IMPLICATIONS,1981,Inglaterra,,JOURNAL OF INSECT PHYSIOLOGY,,27,8,,559,570,Inglaterra,"FERREIRA, C. ;RIBEIRO, A. F. ;TERRA, W. R.",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.","FUNCTION OF LACTATE DEHYDROGENASE C GENE IN ASTYANAX (PISCES, CHERACIDAE)",1978,Egito,,EGYPTIAN JOURNAL OF GENETICS AND CYTOLOGY,,7,1,,52,55,Egito,"TOLEDO, S. A. ;RIBEIRO, A. F. ;FORESTI, F.",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.",ICTIOGENETICA: ASPECTOS BASICOS E APLICADOS,1978,Brasil,,CIENCIA E CULTURA (SAO PAULO),,30,3,,320,327,São Paulo,"TOLEDO FILHO, S. A. ;FORESTI, F. ;RIBEIRO, A. F.",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.",ISOZIMAS DA DESIDROGENASE LACTICA EM PEIXES NEOTROPICAIS,1978,Portugal,,BOLETIM DA SOCIEDADE PORTUGUESA DE CIENCIAS NATURAIS,,18,1,,23,33,Lisboa,"RIBEIRO, A. F. ;TOLEDO FILHO, S. A.",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.",DIRECTIONAL REDUCTION OF LACTATE DEHYDROGENASE ISOZYMES IN TELEOSTS,1978,Estados Unidos,,EVOLUTION,,32,1,,212,216,,"TOLEDO FILHO, S. A. ;RIBEIRO, A. F.",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.",EVOLUCAO DAS ISOZIMAS DA DESIDROGENASE LACTICA EM PEIXES,1977,Brasil,,CIENCIA E CULTURA (SAO PAULO),,29,1,,40,44,São Paulo,"TOLEDO FILHO, S. A. ;RIBEIRO, A. F.",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.",IDENTIFICATION OF LACTATE DEHYDROGENASE ISOZYMES DURING MOUSE DEVELOPMENT BY AGAROSE GEL ELECTROPHORESIS,1975,Brasil,,REVISTA BRASILEIRA DE BIOLOGIA,,35,4,,673,677,Rio de Janeiro,"RIBEIRO, A. F. ;WINTER, C. E. ;MARQUES, O. G. ;TOLEDO FILHO, S. A.",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.",CHROMOSOME ELIMINATION IN GERM CELLS OF SCIARA EMBRYOS: INVOLVEMENT OF THE NUCLEAR MEMBRANE.,1997,Israel,,INVERTEBRATE REPRODUCTION AND DEVELOPMENT,,32,,,131,142,PHILADELPHIA,"PERONDINI, A. L. ;RIBEIRO, A. F.",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.",ULTRASTRUCTURE AND SECRETORY ACTIVITY OF ABRACRIS FLAVOLINEATA (ORTHPTERA: ACRIDIDAE) MIDGUTS.,1997,Inglaterra,,JOURNAL OF INSECT PHYSIOLOGY,,43,,,465,473,INGLATERRA,"MARANA, S. R. ;RIBEIRO, A. F. ;TERRA, W. R. ;FERREIRA, C.",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.",THE INTER-SERTOLI TIGHT JUNCTIONS IN GERM CELL-FREE SEMINIFEROUS TUBULES FROM PRENATALLY IRRADIATED RATS: A FREEZE-FRACTURE STUDY.,1996,Brasil,,CELL BIOLOGY INTERNATIONAL,,20,,,513,522,INGLATERRA,"RIBEIRO, A. F. ;David-Ferreira. J.F.",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.",IMMUNOCYTOCHEMISTRY OF DIGESTIVE ENZYMES IN ENTEROCYTES OF INSECTS: MECHANISMS OF SECRETION.,1996,Brasil,,ACTA MICROSCOPICA,,5,,,43,45,Rio de Janeiro,"RIBEIRO, A. F. ;TERRA, W. R. ;FERREIRA, C.",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.",EXTRUSION OF MASSES OF YOLK DURING EMBRYONARY DEVELOPMENT OF THE FRUIT FLY ANASTREPHA FRATERCULUS,1996,Israel,,INVERTEBRATE REPRODUCTION AND DEVELOPMENT,,29,,,1,7,Israel,"SELIVON, D. ;MORGANTE, J. S. ;RIBEIRO, A. F. ;PERONDINI, A. L. P.",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.",AN IMMUNOCYTOCHEMICAL INVESTIGATION OF TRYPSIN SECRETION IN THE MIDGUT OF STOMOXYS CALCITRANS,1996,Inglaterra,,INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY,,26,,,445,453,INGLATERRA,"JORDÃO, B. P. ;LEHANE, M. J. ;TERRA, W. R. ;RIBEIRO, A. F. ;FERREIRA, C.",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.",TRYPSIN SECRETION IN MUSCA DOMESTICA LARVAL MIDGUTS: A BIOCHEMICAL AND IMMUNOCYTOCHEMICAL STUDY.,1996,Inglaterra,,INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY,,26,,,337,346,INGLATERRA,"JORDÃO, B. P. ;TERRA, W. R. ;RIBEIRO, A. F. ;LEHANE, M. J. ;FERREIRA, C.",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.","ORGANIZATION, ORIGIN AND FUNCTION OF THE OUTER MICROVILLAR (PERIMICROVILLAR) MEMBRANES OF DYSDERCUS PERUVIANUS (HEMIPTERA).",1995,Inglaterra,,JOURNAL OF INSECT PHYSIOLOGY,,41,,,1093,1103,INGLATERRA,"SILVA, C. P. ;RIBEIRO, A. F. ;GULBENKIAN, S. ;TERRA, W. R.",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.",MORPHOLOGICAL BASIS OF DIGESTION IN INSECTS,1997,Brasil,,ACTA MICROSCOPICA,,6,,,71,74,BRASIL,"RIBEIRO, A. F. ;FERREIRA, C. ;TERRA, W. R.",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.","DEVELOPMENTAL CHANGES IN THE FINE STRUCTURE OF THE SALIVARY GLAND OF TRICHOSIA PUBESCENS (MORGANTE)(DIPTERA, SCIARIDAE)",1989,Inglaterra,,International Journal of Insect Morphology and Embryology,,18,4,,185,198,Inglaterra,"RIBEIRO, A. F.",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.",ENZYME MARKERS AND ISOLATION OF THE MICROVILLAR AND PERIMICROVILLAR MEMBRANES OF DYSDERCUS PERUVIANUS (HEMIPTERA:PYRRHOCORIDAE) MIDGUT CELLS,1996,Inglaterra,,Insect Biochemistry and Molecular Biology,,26,10,,1011,1018,Inglaterra,"SILVA, C. P. ;RIBEIRO, A. F. ;TERRA, W. R.",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.","THE FUNCTIONAL ORGANIZATION OF THE CARREFOUR IN THE REPRODUCTIVE TRACT OF BIOMPHALARIA TENAGOPHILA (MOLLUSCA, PLANORBIDAE)",1998,Israel,,Invertebrate Reproduction and Development,,34,1,,25,33,Israel,"TOMÉ, L. A. ;RIBEIRO, A. F.",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.",CYTOSKELETON REMOVAL AND CHARACTERIZATION OF THE MICROVILLAR MEMBRANES ISOLATAED FROM TWO MIDGUT REGIONS OF SPODOPTERA FRUGIPERDA (LEPIDOPTERA),1997,Inglaterra,,Insect Biochemistry and Molecular Biology,,27,,,793,801,Inglaterra,"CAPELLA, A. N. ;TERRA, W. R. ;RIBEIRO, A. F. ;FERREIRA, C.",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.","NATURE OF THE ANCHORS OF MEMBRANE-BOUND AMINOPEPTIDASE, AMYLASE, AND TRYPSIN AND SECRETORY MECHANISMS IN SPODOPTERA FRUGIPERDA (LEPIDOPTERA) MIDGUT",1999,Inglaterra,,Journal of Insect Physiology,,45,,,29,37,Inglaterra,"JORDÃO, B. P. ;CAPELLA, A. N. ;RIBEIRO, A. F. ;FERREIRA, C.",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.",THE INFLUENCE OF THE INTRAVENOUS CATHETERS COMPOSITION ON THEIR HEMOCOMPATIBLITY,1999,Estados Unidos,,PDA Journal of Pharmaceutical Science and Technology,,53,1,,,,USA,"PINTO, T. J. A. ;RIBEIRO, A. F.",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.",ORGANIZACAO DO PROCESSO DIGESTIVO EM LARVAS DE DIPTERA E LEPIDOPTERA: ASPECTOS BIOQUIMICOS E MORFOLOGICOS,1985,Brasil,,Publicação ACIESP,,44,4,,50,64,BRASIL,"TERRA, W. R. ;RIBEIRO, A. F.",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.",IMMUNOLABELLING OF DIGESTIVE ENZYMES IN INSECT ENTEROCYTES BY CONFOCAL FLUORESCENCE MICROSCOPY,1999,Brasil,,Acta Microscopica,,8,,,LXVII,LXVII,Rio de Janeiro,"RIBEIRO, A. F. ;FERREIRA, C.",,
1970.0,1973.0,1974.0,1975.0,1975,1979,1981.0,1982.0,2,Genética,"RIBEIRO, A. F.",APOCRINE SECRETION OF AMYLASE AND EXOCYTOSIS OF TRYPSIN ALONG THE MIDGUT OF TENEBRIO MOLITOR LARVAE,2001,Inglaterra,,Journal of Insect Physiology,,47,,,143,155,Inglaterra,"CRISTOFOLETTI, P. T. ;RIBEIRO, A. F. ;TERRA, W. R.",,
